contig_id	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
Contig11183297||full	0.84	dsDNAphage	7513	0	6.7	0	7513	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig133276608||full	0.96	dsDNAphage	7508	0	21.1	0	7508	No	NA	19	3	1	Low-quality	Genome-fragment	8.15	AAI-based (high-confidence)	0	1	NA
Contig142396872||full	1	dsDNAphage	7508	1	28.6	7.1	7508	No	NA	14	1	1	Low-quality	Genome-fragment	20.91	AAI-based (medium-confidence)	0	1	NA
Contig109747095||full	0.987	dsDNAphage	7507	4	66.7	0	7507	No	NA	9	5	0	Low-quality	Genome-fragment	2.24	AAI-based (medium-confidence)	0	1	NA
Contig131553665||full	0.96	dsDNAphage	7507	0	6.2	0	7507	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig134261460||full	0.993	dsDNAphage	7507	1	60	0	7507	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig132116436||full	0.773	dsDNAphage	7505	0	33.3	0	7505	No	NA	9	1	0	Low-quality	Genome-fragment	20.73	AAI-based (medium-confidence)	0	1	NA
Contig70797187||full	0.78	dsDNAphage	7504	0	36.4	9.1	7504	No	NA	11	2	0	Low-quality	Genome-fragment	11.83	HMM-based (lower-bound)	0	1	NA
Contig18702912||full	1	dsDNAphage	7502	2	58.3	0	7502	No	NA	12	3	0	Low-quality	Genome-fragment	16.39	AAI-based (medium-confidence)	0	1	NA
Contig80210807||full	0.6	dsDNAphage	7502	0	25	8.3	7502	No	NA	12	0	1	Low-quality	Genome-fragment	6.32	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig128717817||full	0.9	dsDNAphage	7502	0	12.5	0	7502	No	NA	16	1	1	Low-quality	Genome-fragment	4.07	HMM-based (lower-bound)	0	1	NA
Contig60928914||full	0.94	dsDNAphage	7500	0	25	0	7500	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig51712178||full	0.84	dsDNAphage	7497	0	18.2	0	7497	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig63657959||full	0.767	dsDNAphage	7497	0	30	10	7497	No	NA	10	1	0	Low-quality	Genome-fragment	4.72	AAI-based (medium-confidence)	0	1	NA
Contig24600414||full	0.993	dsDNAphage	7496	4	85.7	0	7496	No	NA	7	2	0	Low-quality	Genome-fragment	12.08	AAI-based (medium-confidence)	0	1	NA
Contig89404842||full	0.927	dsDNAphage	7495	1	20	0	7495	No	NA	5	1	0	Low-quality	Genome-fragment	1.56	AAI-based (medium-confidence)	0	1	NA
Contig9345632||full	1	dsDNAphage	7494	1	50	0	7494	No	NA	16	2	0	Low-quality	Genome-fragment	11.06	AAI-based (medium-confidence)	0	1	NA
Contig14676916||full	0.733	dsDNAphage	7493	0	25	0	7493	No	NA	8	2	0	Low-quality	Genome-fragment	12.91	AAI-based (medium-confidence)	0	1	NA
Contig117451704||full	0.9	dsDNAphage	7492	0	42.9	0	7492	No	NA	14	5	0	Low-quality	Genome-fragment	3.52	HMM-based (lower-bound)	0	1	NA
Contig54761432||full	0.993	dsDNAphage	7491	1	14.3	0	7491	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig127404880||full	0.967	dsDNAphage	7490	1	42.9	0	7490	No	NA	7	1	0	Low-quality	Genome-fragment	10.15	AAI-based (medium-confidence)	0	1	NA
Contig153984301||full	0.973	dsDNAphage	7490	0	22.7	0	7490	No	NA	22	2	0	Low-quality	Genome-fragment	3.96	HMM-based (lower-bound)	0	1	NA
Contig134578239||full	0.52	dsDNAphage	7489	0	28.6	14.3	7489	No	NA	7	0	1	Low-quality	Genome-fragment	9.25	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig112176688||full	0.807	dsDNAphage	7486	0	44.4	0	7486	No	NA	9	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig22880188||full	0.993	dsDNAphage	7485	2	37.5	6.2	7485	No	NA	16	4	0	Low-quality	Genome-fragment	3.31	HMM-based (lower-bound)	0	1	NA
Contig29245735||full	0.92	dsDNAphage	7483	1	10	0	7483	No	NA	20	1	0	Low-quality	Genome-fragment	14.5	AAI-based (high-confidence)	0	1	NA
Contig47015318||full	0.68	dsDNAphage	7480	0	27.3	9.1	7480	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig6072931||full	0.713	dsDNAphage	7479	0	33.3	0	7479	No	NA	9	0	0	Low-quality	Genome-fragment	10.87	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig133063845||full	0.98	dsDNAphage	7479	1	15.8	5.3	7479	No	NA	19	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig62948635||full	0.58	dsDNAphage	7477	0	33.3	16.7	7477	No	NA	12	2	0	Low-quality	Genome-fragment	3.4	HMM-based (lower-bound)	0	1	NA
Contig113502471||full	0.993	dsDNAphage	7475	1	63.6	0	7475	No	NA	11	5	0	Low-quality	Genome-fragment	7.66	HMM-based (lower-bound)	0	1	NA
Contig75705844||full	0.847	dsDNAphage	7471	0	35.7	0	7471	No	NA	14	1	1	Low-quality	Genome-fragment	1.97	HMM-based (lower-bound)	0	1	NA
Contig14849627||full	0.973	dsDNAphage	7468	0	25	6.2	7468	No	NA	16	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig45194411||full	0.887	dsDNAphage	7468	0	25	8.3	7468	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig63207458||full	0.947	dsDNAphage	7468	0	25	6.2	7468	No	NA	17	1	1	Low-quality	Genome-fragment	0.83	HMM-based (lower-bound)	0	1	NA
Contig40243901||full	0.94	dsDNAphage	7467	0	11.8	0	7467	No	NA	17	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig147831710||full	0.967	dsDNAphage	7467	1	25	0	7467	Yes	5716	12	2	2	Low-quality	Genome-fragment	7.77	HMM-based (lower-bound)	23.45	1	NA
Contig13192784||full	0.973	dsDNAphage	7466	1	33.3	0	7466	No	NA	12	1	1	Low-quality	Genome-fragment	20.01	AAI-based (medium-confidence)	0	1	NA
Contig119186488||full	0.993	dsDNAphage	7466	7	81.8	0	7466	No	NA	11	10	0	Low-quality	Genome-fragment	13.39	AAI-based (medium-confidence)	0	1	NA
Contig95163230||full	0.987	dsDNAphage	7465	1	33.3	0	7465	No	NA	6	1	0	Low-quality	Genome-fragment	6.68	HMM-based (lower-bound)	0	1	NA
Contig30192372||full	0.987	dsDNAphage	7463	0	17.6	0	7463	No	NA	17	1	0	Low-quality	Genome-fragment	4.76	HMM-based (lower-bound)	0	1	NA
Contig140580146||full	1	dsDNAphage	7462	4	100	0	7462	No	NA	10	9	0	Low-quality	Genome-fragment	16.32	AAI-based (high-confidence)	0	1	NA
Contig66247281||full	0.96	dsDNAphage	7458	1	42.9	0	7458	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig91092867||full	0.94	dsDNAphage	7457	1	20	0	7457	Yes	2158	5	1	1	Low-quality	Genome-fragment	4.38	AAI-based (medium-confidence)	71.06	1	NA
Contig23816126||full	0.9	dsDNAphage	7456	0	15.8	0	7456	No	NA	19	2	0	Low-quality	Genome-fragment	2.93	HMM-based (lower-bound)	0	1	NA
Contig34318591||full	0.973	dsDNAphage	7456	0	31.2	0	7456	No	NA	16	2	0	Low-quality	Genome-fragment	11.2	HMM-based (lower-bound)	0	1	NA
Contig115965282||full	0.967	dsDNAphage	7455	0	13.6	0	7455	No	NA	22	2	0	Low-quality	Genome-fragment	3.69	HMM-based (lower-bound)	0	1	NA
Contig106153537||full	0.947	dsDNAphage	7454	0	16.7	0	7454	No	NA	18	1	1	Low-quality	Genome-fragment	2.43	HMM-based (lower-bound)	0	1	NA
Contig11226629||full	0.727	dsDNAphage	7453	1	37.5	25	7453	No	NA	8	0	6	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig57358200||full	0.88	dsDNAphage	7453	0	33.3	0	7453	No	NA	15	1	2	Low-quality	Genome-fragment	4.7	HMM-based (lower-bound)	0	1	NA
Contig57790238||full	0.733	dsDNAphage	7452	0	5.3	0	7452	No	NA	19	1	0	Low-quality	Genome-fragment	4.16	HMM-based (lower-bound)	0	1	NA
Contig66818318||full	1	dsDNAphage	7451	1	37.5	0	7451	No	NA	16	2	0	Low-quality	Genome-fragment	13.56	HMM-based (lower-bound)	0	1	NA
Contig141690082||full	1	dsDNAphage	7451	2	85.7	0	7451	No	NA	7	4	0	Low-quality	Genome-fragment	12.76	AAI-based (medium-confidence)	0	1	NA
Contig140003654||full	0.767	dsDNAphage	7449	0	18.2	0	7449	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig151271110||full	0.927	dsDNAphage	7449	0	6.2	0	7449	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig16347320||full	0.573	dsDNAphage	7448	1	33.3	16.7	7448	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig41370885||full	0.607	dsDNAphage	7448	0	10	0	7448	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig67740543||full	0.953	dsDNAphage	7446	0	13.3	0	7446	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig86338109||full	0.893	dsDNAphage	7445	0	29.4	11.8	7445	No	NA	17	1	0	Low-quality	Genome-fragment	4.7	HMM-based (lower-bound)	0	1	NA
Contig93962785||full	0.813	dsDNAphage	7445	0	25	0	7445	Yes	5904	8	1	1	Low-quality	Genome-fragment	14.18	AAI-based (medium-confidence)	20.7	1	NA
Contig80855295||full	0.973	dsDNAphage	7444	3	85.7	0	7444	No	NA	7	6	0	Low-quality	Genome-fragment	16	AAI-based (medium-confidence)	0	1	NA
Contig148343189||full	0.787	dsDNAphage	7444	0	12.5	0	7444	No	NA	8	0	0	Low-quality	Genome-fragment	6.83	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig976587||full	1	dsDNAphage	7443	2	50	0	7443	No	NA	10	5	0	Low-quality	Genome-fragment	15.31	AAI-based (high-confidence)	0	1	NA
Contig12681016||full	0.867	dsDNAphage	7443	0	33.3	0	7443	No	NA	15	3	0	Low-quality	Genome-fragment	7.88	HMM-based (lower-bound)	0	1	NA
Contig109823825||full	0.98	dsDNAphage	7442	1	28.6	0	7442	No	NA	7	2	0	Low-quality	Genome-fragment	18.78	AAI-based (high-confidence)	0	1	NA
Contig24716384||full	0.927	dsDNAphage	7441	0	25	0	7441	No	NA	12	0	0	Low-quality	Genome-fragment	3.57	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig47381481||full	0.567	dsDNAphage	7441	0	11.1	0	7441	No	NA	9	1	0	Low-quality	Genome-fragment	4.15	HMM-based (lower-bound)	0	1	NA
Contig6046136||full	0.973	dsDNAphage	7438	0	26.7	0	7438	No	NA	15	2	0	Low-quality	Genome-fragment	3.29	HMM-based (lower-bound)	0	1	NA
Contig33633311||full	1	dsDNAphage	7438	4	70	0	7438	No	NA	10	2	0	Low-quality	Genome-fragment	13.97	HMM-based (lower-bound)	0	1	NA
Contig79813128||full	0.807	dsDNAphage	7437	0	50	0	7437	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig61221293||full	1	dsDNAphage	7436	2	75	0	7436	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig79950359||full	0.98	dsDNAphage	7433	1	40	0	7433	No	NA	10	2	0	Low-quality	Genome-fragment	19.25	AAI-based (medium-confidence)	0	1	NA
Contig95680393||full	0.753	dsDNAphage	7433	0	7.1	0	7433	No	NA	14	0	1	Low-quality	Genome-fragment	16.46	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig99126349||full	0.647	dsDNAphage	7433	0	33.3	11.1	7433	No	NA	9	0	8	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig140690395||full	0.947	dsDNAphage	7431	1	25	0	7431	No	NA	12	1	1	Low-quality	Genome-fragment	11.3	AAI-based (high-confidence)	0	1	NA
Contig38114067||full	1	dsDNAphage	7427	1	27.3	0	7427	No	NA	11	1	0	Low-quality	Genome-fragment	7.62	AAI-based (medium-confidence)	0	1	NA
Contig142347666||full	0.773	dsDNAphage	7426	0	38.5	7.7	7426	No	NA	13	3	0	Low-quality	Genome-fragment	12.83	AAI-based (medium-confidence)	0	1	NA
Contig103281353||full	1	dsDNAphage	7425	2	60	0	7425	No	NA	15	5	0	Low-quality	Genome-fragment	13.72	AAI-based (high-confidence)	0	1	NA
Contig100137718||full	0.987	dsDNAphage	7424	0	10.5	0	7424	No	NA	19	1	0	Low-quality	Genome-fragment	4.74	HMM-based (lower-bound)	0	1	NA
Contig125590733||full	0.727	dsDNAphage	7418	0	25	0	7418	No	NA	8	1	0	Low-quality	Genome-fragment	7.23	AAI-based (medium-confidence)	0	1	NA
Contig57812896||full	0.96	dsDNAphage	7415	0	13	0	7415	No	NA	23	2	0	Low-quality	Genome-fragment	5.04	HMM-based (lower-bound)	0	1	NA
Contig139446533||full	1	dsDNAphage	7415	2	37.5	0	7415	No	NA	8	2	0	Low-quality	Genome-fragment	13.56	AAI-based (high-confidence)	0	1	NA
Contig17841229||full	0.967	dsDNAphage	7413	0	15	0	7413	No	NA	20	2	0	Low-quality	Genome-fragment	8.01	HMM-based (lower-bound)	0	1	NA
Contig41425896||full	0.867	dsDNAphage	7412	0	21.4	0	7412	No	NA	14	1	0	Low-quality	Genome-fragment	11.87	HMM-based (lower-bound)	0	1	NA
Contig141659576||full	0.993	dsDNAphage	7412	1	22.2	0	7412	No	NA	9	1	0	Low-quality	Genome-fragment	6.66	HMM-based (lower-bound)	0	1	NA
Contig62250172||full	0.9	dsDNAphage	7411	0	8.3	0	7411	No	NA	24	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig136321710||full	0.987	dsDNAphage	7411	1	28.6	0	7411	No	NA	14	1	0	Low-quality	Genome-fragment	13.96	HMM-based (lower-bound)	0	1	NA
Contig93062305||full	1	dsDNAphage	7405	2	50	0	7405	No	NA	10	5	0	Low-quality	Genome-fragment	7.99	AAI-based (high-confidence)	0	1	NA
Contig40530253||full	0.987	dsDNAphage	7403	1	9.1	0	7403	No	NA	11	2	0	Low-quality	Genome-fragment	7.73	AAI-based (high-confidence)	0	1	NA
Contig70905240||full	0.967	dsDNAphage	7403	0	23.1	0	7403	No	NA	13	1	0	Low-quality	Genome-fragment	11.26	HMM-based (lower-bound)	0	1	NA
Contig23270611||full	0.993	dsDNAphage	7402	1	33.3	0	7402	No	NA	12	1	1	Low-quality	Genome-fragment	17.97	AAI-based (medium-confidence)	0	1	NA
Contig78411917||full	0.76	dsDNAphage	7401	0	40	0	7401	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig93421217||full	1	dsDNAphage	7401	1	14.3	0	7401	No	NA	21	2	0	Low-quality	Genome-fragment	15.52	AAI-based (high-confidence)	0	1	NA
Contig102142326||full	0.78	dsDNAphage	7393	0	14.3	7.1	7393	No	NA	14	1	0	Low-quality	Genome-fragment	4.01	HMM-based (lower-bound)	0	1	NA
Contig10765414||full	0.573	dsDNAphage	7392	1	33.3	16.7	7392	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig136071456||full	0.913	dsDNAphage	7392	0	70	0	7392	No	NA	10	4	1	Low-quality	Genome-fragment	7.53	AAI-based (high-confidence)	0	1	NA
Contig98379752||full	0.793	dsDNAphage	7386	0	75	0	7386	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig101743301||full	0.993	dsDNAphage	7385	1	27.3	0	7385	No	NA	11	1	0	Low-quality	Genome-fragment	10.74	AAI-based (high-confidence)	0	1	NA
Contig80070671||full	1	dsDNAphage	7384	1	11.1	0	7384	No	NA	18	1	0	Low-quality	Genome-fragment	4.28	HMM-based (lower-bound)	0	1	NA
Contig5155503||full	0.707	dsDNAphage	7383	0	28.6	0	7383	No	NA	7	0	0	Low-quality	Genome-fragment	15.86	AAI-based (high-confidence)	0	1	no viral genes detected
Contig9822038||full	0.993	dsDNAphage	7383	1	26.7	6.7	7383	No	NA	15	3	0	Low-quality	Genome-fragment	5.05	HMM-based (lower-bound)	0	1	NA
Contig28934315||full	1	dsDNAphage	7383	1	21.1	0	7383	No	NA	19	4	0	Low-quality	Genome-fragment	14.65	AAI-based (high-confidence)	0	1	NA
Contig149719897||full	1	dsDNAphage	7383	1	36.4	0	7383	No	NA	11	4	0	Low-quality	Genome-fragment	7.22	HMM-based (lower-bound)	0	1	NA
Contig91857003||full	0.907	dsDNAphage	7382	0	5.3	0	7382	No	NA	19	1	0	Low-quality	Genome-fragment	3.06	HMM-based (lower-bound)	0	1	NA
Contig136895552||full	1	dsDNAphage	7380	1	40	0	7380	No	NA	10	4	0	Low-quality	Genome-fragment	17.89	AAI-based (high-confidence)	0	1	NA
Contig45843967||full	0.933	dsDNAphage	7379	0	15.4	0	7379	No	NA	13	1	0	Low-quality	Genome-fragment	4.12	HMM-based (lower-bound)	0	1	NA
Contig140849777||full	0.88	dsDNAphage	7379	0	21.4	0	7379	No	NA	16	3	0	Low-quality	Genome-fragment	2.66	HMM-based (lower-bound)	0	1	NA
Contig65456710||full	0.673	dsDNAphage	7378	0	33.3	8.3	7378	No	NA	12	5	0	Low-quality	Genome-fragment	14.13	AAI-based (high-confidence)	0	1	NA
Contig111928091||full	0.993	dsDNAphage	7378	0	5.9	0	7378	No	NA	17	1	0	Low-quality	Genome-fragment	12.16	AAI-based (medium-confidence)	0	1	NA
Contig124791645||full	0.973	dsDNAphage	7378	1	25	0	7378	No	NA	8	1	0	Low-quality	Genome-fragment	4.76	HMM-based (lower-bound)	0	1	NA
Contig64091780||full	0.947	dsDNAphage	7376	1	33.3	0	7376	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig129273458||full	0.84	dsDNAphage	7375	0	28.6	0	7375	No	NA	14	2	0	Low-quality	Genome-fragment	8.77	HMM-based (lower-bound)	0	1	NA
Contig150306436||full	0.56	dsDNAphage	7374	0	10	0	7374	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig80580082||full	0.893	dsDNAphage	7372	0	15.4	0	7372	No	NA	13	0	0	Low-quality	Genome-fragment	4.46	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig133397942||full	0.787	dsDNAphage	7372	0	20	10	7372	No	NA	10	2	0	Low-quality	Genome-fragment	14.2	AAI-based (medium-confidence)	0	1	NA
Contig3227138||full	0.94	dsDNAphage	7370	0	5.6	0	7370	No	NA	18	1	0	Low-quality	Genome-fragment	7.31	HMM-based (lower-bound)	0	1	NA
Contig121409550||full	0.933	dsDNAphage	7370	0	35.7	0	7370	No	NA	14	1	0	Low-quality	Genome-fragment	4.77	HMM-based (lower-bound)	0	1	NA
Contig87364961||full	1	dsDNAphage	7369	1	36.8	0	7369	No	NA	19	4	0	Low-quality	Genome-fragment	4.81	HMM-based (lower-bound)	0	1	NA
Contig81073099||full	0.88	dsDNAphage	7367	0	25	0	7367	No	NA	12	3	0	Low-quality	Genome-fragment	10.54	HMM-based (lower-bound)	0	1	NA
Contig55303008||full	0.94	dsDNAphage	7366	0	4.8	0	7366	No	NA	19	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig84449646||full	1	dsDNAphage	7365	1	23.1	0	7365	No	NA	13	3	0	Low-quality	Genome-fragment	8.49	HMM-based (lower-bound)	0	1	NA
Contig62706175||full	0.973	dsDNAphage	7363	1	60	0	7363	No	NA	5	1	0	Low-quality	Genome-fragment	4.01	HMM-based (lower-bound)	0	1	NA
Contig21611806||full	1	dsDNAphage	7361	2	42.9	0	7361	No	NA	7	1	0	Low-quality	Genome-fragment	6.59	AAI-based (medium-confidence)	0	1	NA
Contig79098116||full	0.767	dsDNAphage	7360	0	25	0	7360	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig142802146||full	0.967	dsDNAphage	7359	0	25	0	7359	No	NA	19	3	1	Low-quality	Genome-fragment	3.65	HMM-based (lower-bound)	0	1	NA
Contig78886625||full	0.96	dsDNAphage	7358	1	5.6	0	7358	No	NA	18	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig147757941||full	1	dsDNAphage	7358	2	80	0	7358	No	NA	10	7	0	Low-quality	Genome-fragment	19.16	AAI-based (medium-confidence)	0	1	NA
Contig35840261||full	0.973	dsDNAphage	7357	1	75	0	7357	No	NA	4	1	0	Low-quality	Genome-fragment	11.84	HMM-based (lower-bound)	0	1	NA
Contig120237243||full	0.793	dsDNAphage	7357	0	40	0	7357	No	NA	5	0	0	Low-quality	Genome-fragment	1.64	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig145415181||full	0.933	dsDNAphage	7355	0	10	0	7355	No	NA	10	0	0	Low-quality	Genome-fragment	14.97	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig153573228||full	0.813	dsDNAphage	7355	0	25	8.3	7355	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig46832013||full	0.68	dsDNAphage	7354	0	23.5	11.8	7354	No	NA	17	3	0	Low-quality	Genome-fragment	5.83	HMM-based (lower-bound)	0	1	NA
Contig110497411||full	0.973	dsDNAphage	7354	1	16.7	0	7354	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig140009744||full	1	dsDNAphage	7354	1	8.3	0	7354	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig72874070||full	0.867	dsDNAphage	7353	1	57.1	14.3	7353	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig88427376||full	1	dsDNAphage	7353	1	33.3	0	7353	No	NA	12	3	0	Low-quality	Genome-fragment	16.93	AAI-based (high-confidence)	0	1	NA
Contig67304566||full	0.773	dsDNAphage	7350	0	12.5	0	7350	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig21867530||full	0.953	dsDNAphage	7349	0	13.3	0	7349	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig32662733||full	0.973	dsDNAphage	7349	2	40	0	7349	No	NA	10	4	0	Low-quality	Genome-fragment	14.48	AAI-based (medium-confidence)	0	1	NA
Contig91521311||full	0.793	dsDNAphage	7348	0	6.7	0	7348	No	NA	15	2	0	Low-quality	Genome-fragment	6.05	HMM-based (lower-bound)	0	1	NA
Contig70876850||full	0.987	dsDNAphage	7347	1	46.2	7.7	7347	No	NA	13	3	0	Low-quality	Genome-fragment	7.31	HMM-based (lower-bound)	0	1	NA
Contig117136872||full	0.96	dsDNAphage	7346	0	15.8	5.3	7346	No	NA	19	1	0	Low-quality	Genome-fragment	10.24	HMM-based (lower-bound)	0	1	NA
Contig12449124||full	0.673	dsDNAphage	7345	0	16.7	0	7345	No	NA	6	1	0	Low-quality	Genome-fragment	5.17	HMM-based (lower-bound)	0	1	NA
Contig52957025||full	0.913	dsDNAphage	7343	0	33.3	0	7343	No	NA	15	3	0	Low-quality	Genome-fragment	8.12	HMM-based (lower-bound)	0	1	NA
Contig72755992||full	0.893	dsDNAphage	7343	1	37.5	12.5	7343	Yes	4207	8	2	3	Low-quality	Genome-fragment	8.7	HMM-based (lower-bound)	42.71	1	NA
Contig115543610||full	0.873	dsDNAphage	7343	0	9.5	4.8	7343	No	NA	20	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig66029023||full	0.8	dsDNAphage	7342	0	14.3	0	7342	No	NA	7	0	0	Low-quality	Genome-fragment	19.41	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig109014887||full	0.96	dsDNAphage	7342	0	18.8	0	7342	No	NA	16	2	0	Low-quality	Genome-fragment	3.12	HMM-based (lower-bound)	0	1	NA
Contig25692135||full	0.987	dsDNAphage	7340	1	21.4	0	7340	No	NA	14	3	0	Low-quality	Genome-fragment	12.14	AAI-based (medium-confidence)	0	1	NA
Contig117314824||full	1	dsDNAphage	7340	5	70	0	7340	No	NA	10	5	0	Low-quality	Genome-fragment	5.18	HMM-based (lower-bound)	0	1	NA
Contig9441837||full	0.913	dsDNAphage	7338	0	6.2	0	7338	No	NA	16	1	0	Low-quality	Genome-fragment	4.7	HMM-based (lower-bound)	0	1	NA
Contig14709264||full	1	dsDNAphage	7338	1	30	0	7338	No	NA	10	3	0	Low-quality	Genome-fragment	4.43	AAI-based (high-confidence)	0	1	NA
Contig151119244||full	0.7	dsDNAphage	7335	0	40	10	7335	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig153299162||full	1	dsDNAphage	7335	2	35.3	0	7335	No	NA	17	4	0	Low-quality	Genome-fragment	18.6	AAI-based (high-confidence)	0	1	NA
Contig9844760||full	0.8	dsDNAphage	7333	0	28.6	0	7333	No	NA	14	3	0	Low-quality	Genome-fragment	3.41	HMM-based (lower-bound)	0	1	NA
Contig106408850||full	0.947	dsDNAphage	7331	1	20	0	7331	No	NA	10	2	0	Low-quality	Genome-fragment	12.97	HMM-based (lower-bound)	0	1	NA
Contig151370139||full	0.973	dsDNAphage	7330	0	40	0	7330	No	NA	15	6	0	Low-quality	Genome-fragment	4.42	AAI-based (high-confidence)	0	1	NA
Contig153747680||full	1	dsDNAphage	7330	1	100	0	7330	No	NA	5	2	0	Low-quality	Genome-fragment	2.48	HMM-based (lower-bound)	0	1	NA
Contig28650439||full	0.987	dsDNAphage	7328	7	77.8	11.1	7328	No	NA	9	7	0	Low-quality	Genome-fragment	19.56	AAI-based (high-confidence)	0	1	NA
Contig83932353||full	0.893	dsDNAphage	7327	3	42.9	28.6	7327	No	NA	7	1	0	Low-quality	Genome-fragment	10.43	HMM-based (lower-bound)	0	1	NA
Contig50864794||full	0.953	dsDNAphage	7326	0	15.8	0	7326	No	NA	19	1	0	Low-quality	Genome-fragment	4.74	HMM-based (lower-bound)	0	1	NA
Contig9798158||full	0.993	dsDNAphage	7325	2	55.6	0	7325	No	NA	9	3	0	Low-quality	Genome-fragment	1.62	AAI-based (medium-confidence)	0	1	NA
Contig15346629||full	0.973	dsDNAphage	7325	0	35.7	0	7325	No	NA	14	4	0	Low-quality	Genome-fragment	10.57	HMM-based (lower-bound)	0	1	NA
Contig106012238||full	0.74	dsDNAphage	7325	0	25	6.2	7325	No	NA	16	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig120817035||full	1	dsDNAphage	7324	1	23.1	0	7324	No	NA	13	3	0	Low-quality	Genome-fragment	14.54	AAI-based (high-confidence)	0	1	NA
Contig74065508||full	0.973	dsDNAphage	7322	0	11.8	0	7322	No	NA	17	1	0	Low-quality	Genome-fragment	9.74	HMM-based (lower-bound)	0	1	NA
Contig142931416||full	0.747	dsDNAphage	7320	0	33.3	8.3	7320	No	NA	12	0	2	Low-quality	Genome-fragment	11.68	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig15033415||full	1	dsDNAphage	7319	2	33.3	0	7319	No	NA	12	2	0	Low-quality	Genome-fragment	12.37	AAI-based (high-confidence)	0	1	NA
