contig_id	full-partial	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings	bin	contigLen	totalAvgDepth	contig_%GC	Completeness	Contamination	classification	bin_length	bin_%GC	contig_count
Contig100898877	full	0.833	dsDNAphage	25565	2	37	25.9	25565	No	NA	27	1	7	Low-quality	Genome-fragment	3.91	HMM-based (lower-bound)	0	1	NA	bin.401	25840	13.9	42	92.4	1.35	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__CAJCIW01;s__	2168499	44	95
Contig97882233	full	1	dsDNAphage	24699	7	32.4	0	24699	No	NA	37	4	1	Low-quality	Genome-fragment	38.18	AAI-based (medium-confidence)	0	1	NA	bin.302	24920	13.7	63	56.27	2.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3815780	64	417
Contig147437550	full	0.973	dsDNAphage	23849	1	30.4	8.7	23849	Yes	19865	23	5	2	Medium-quality	Genome-fragment	61.92	AAI-based (medium-confidence)	16.71	1	NA	bin.477	24446	18.3	42	76.57	1.13	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__PALSA-1444;s__	1608971	44	116
Contig57330023	0_partial	0.9	dsDNAphage	23760	1	17.1	14.3	23760	No	NA	27	1	3	Low-quality	Genome-fragment	21.31	HMM-based (lower-bound)	0	1	NA	bin.202	49048	54.8	55	94.89	4.7	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__JABCZH01;s__	5152567	57	265
Contig132736144	full	1	dsDNAphage	23566	2	27.3	3	23566	No	NA	33	4	0	Medium-quality	Genome-fragment	52.74	AAI-based (medium-confidence)	0	1	NA	bin.302	23567	10.3	63	56.27	2.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3815780	64	417
Contig145070496	full	0.5	dsDNAphage	23454	2	23.1	38.5	23454	No	NA	19	0	14	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.052	23456	9.3	64	57.76	5.17	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	5008314	63	502
Contig152131442	full	0.527	dsDNAphage	23311	1	28.6	21.4	23311	No	NA	18	0	9	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.340	23315	34.8	60	96.56	0.29	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	2403746	62	47
Contig57907837	full	0.893	dsDNAphage	22724	4	31.8	27.3	22724	Yes	5787	21	3	4	Low-quality	Genome-fragment	3.48	HMM-based (lower-bound)	74.53	1	NA	bin.206	23464	15	58	76.57	5.34	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__;s__	9020328	57	716
Contig37926838	full	0.88	dsDNAphage	22139	0	20	5.7	22139	No	NA	35	1	2	Medium-quality	Genome-fragment	60.43	AAI-based (medium-confidence)	0	1	NA	bin.185	22205	11.4	57	55.17	4.37	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__	3531498	55	317
Contig44601132	full	1	dsDNAphage	22051	2	25	0	22051	No	NA	32	2	1	Medium-quality	Genome-fragment	57.29	AAI-based (medium-confidence)	0	1	NA	bin.425	22430	11	35	73.93	5.28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__JABDEM01;s__	2989463	38	221
Contig121283128	0_partial	0.887	dsDNAphage	22007	2	27.8	0	22007	Yes	16402	22	3	2	Low-quality	Genome-fragment	20.67	HMM-based (lower-bound)	25.47	1	NA	bin.393	82400	27.1	60	97.63	2.59	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	5513829	61	36
Contig128242614	0_partial	0.94	dsDNAphage	21885	1	18.2	15.1	21885	No	NA	19	1	4	Low-quality	Genome-fragment	20.22	HMM-based (lower-bound)	0	1	NA	bin.023	198685	65.4	47	61.68	0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__	845825	48	4
Contig143736748	full	0.607	dsDNAphage	21569	1	18.8	12.5	21569	No	NA	17	0	9	Low-quality	Genome-fragment	8.1	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.234	21671	16.1	55	84.97	3.87	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__	4002444	55	272
Contig31851059	full	0.987	dsDNAphage	21357	4	28.6	0	21357	No	NA	42	6	0	Medium-quality	Genome-fragment	55.74	AAI-based (medium-confidence)	0	1	NA	bin.244	21361	41.7	62	80.03	2.61	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__	5029135	62	439
Contig112774987	full	0.573	dsDNAphage	21195	1	9.5	4.8	21195	No	NA	21	0	13	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.365	21198	14.9	33	71.61	2.76	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	2611334	35	219
Contig5632449	full	0.993	dsDNAphage	21131	1	22.7	0	21131	No	NA	22	2	1	Low-quality	Genome-fragment	20.08	HMM-based (lower-bound)	0	1	NA	bin.244	21133	9.5	54	80.03	2.61	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__	5029135	62	439
Contig109256705	full	0.993	dsDNAphage	20874	4	50	3.1	20874	No	NA	32	7	0	Low-quality	Genome-fragment	32.54	HMM-based (lower-bound)	0	1	NA	bin.141	20953	11.2	66	50.86	4.31	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	4616656	66	621
Contig137692057	0_partial	0.933	dsDNAphage	20863	1	15.6	15.6	20863	No	NA	29	1	6	Low-quality	Genome-fragment	24	HMM-based (lower-bound)	0	1	NA	bin.164	32308	24.1	57	95.35	7.02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	5868634	60	88
Contig51159838	full	0.987	dsDNAphage	20628	3	46.4	10.7	20628	Yes	17506	28	7	5	Low-quality	Genome-fragment	36.98	AAI-based (medium-confidence)	15.13	1	NA	bin.486	20631	7.5	65	67.01	1.75	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	4887536	63	515
Contig102001192	0_partial	0.887	dsDNAphage	19870	2	20	20	19870	Yes	18265	24	2	3	Low-quality	Genome-fragment	10.18	HMM-based (lower-bound)	8.08	1	NA	bin.222	38640	12.3	59	95.95	3.42	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__JABDGH01;s__	3649706	58	144
Contig139213570	0_partial	0.873	dsDNAphage	19479	1	29	19.4	19479	No	NA	19	1	10	Low-quality	Genome-fragment	19.82	HMM-based (lower-bound)	0	1	NA	bin.045	112644	11.1	54	63.73	0.93	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PMNU01;s__	1137290	53	27
Contig43941868	full	0.807	dsDNAphage	19325	0	24	4	19325	No	NA	25	4	0	Low-quality	Genome-fragment	45.73	AAI-based (medium-confidence)	0	1	NA	bin.302	19376	9.2	65	56.27	2.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3815780	64	417
Contig130989527	0_partial	0.893	dsDNAphage	19230	3	16.7	54.2	19230	No	NA	12	1	3	Low-quality	Genome-fragment	10.01	HMM-based (lower-bound)	0	1	NA	bin.451	71288	16.4	59	93.83	3.42	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	3692893	60	133
Contig107008344	full	0.587	dsDNAphage	18953	1	19	14.3	18953	No	NA	23	0	9	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.206	19933	14	57	76.57	5.34	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__;s__	9020328	57	716
Contig101849009	full	0.987	dsDNAphage	18794	3	41.7	0	18794	No	NA	12	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.104	18885	8.2	39	83.71	1.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	3575477	41	277
Contig341045	full	0.56	dsDNAphage	18756	0	35.7	0	18756	No	NA	17	0	0	Low-quality	Genome-fragment	17.1	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.175	19765	17.9	53	87.39	2.56	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__Palsa-360;s__	5753683	58	352
Contig76720659	full	0.667	dsDNAphage	18726	2	26.3	26.3	18726	No	NA	19	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.478	18728	8.9	60	93.52	3.48	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PKWO01;s__	6416355	60	350
Contig116552978	0_partial	0.853	dsDNAphage	18675	1	23.5	23.5	18675	No	NA	15	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.471	20535	13.6	47	74.04	0	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__RGVC01;s__	1489098	43	64
Contig103214975	full	1	dsDNAphage	18207	1	20	0	18207	No	NA	30	3	0	Low-quality	Genome-fragment	23.27	HMM-based (lower-bound)	0	1	NA	bin.268	18208	10.9	66	61.37	3.42	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	5274845	70	589
Contig92396377	full	0.987	dsDNAphage	18018	0	21.6	0	18018	No	NA	37	4	0	Low-quality	Genome-fragment	8.36	HMM-based (lower-bound)	0	1	NA	bin.188	18018	29.4	57	50.54	0.86	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	2914104	59	346
Contig88820235	full	0.713	dsDNAphage	17871	2	23.1	23.1	17871	No	NA	13	0	8	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.404	17873	11.1	61	79.26	2.16	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIVDV01;s__	3816702	59	196
Contig128048458	full	0.547	dsDNAphage	17727	1	21.4	0	17727	No	NA	14	0	11	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.047	17731	16.7	58	93.75	6.9	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_A;s__	5015270	57	98
Contig117296881	full	0.653	dsDNAphage	17419	1	23.1	15.4	17419	No	NA	18	1	4	Low-quality	Genome-fragment	11.99	HMM-based (lower-bound)	0	1	NA	bin.175	17500	10.2	59	87.39	2.56	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__Palsa-360;s__	5753683	58	352
Contig105882781	full	0.827	dsDNAphage	17311	1	33.3	13.3	17311	No	NA	15	1	8	Low-quality	Genome-fragment	25.9	HMM-based (lower-bound)	0	1	NA	bin.120	17313	7.8	35	77.27	1.05	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948_A;g__JABEUT01;s__	3279024	39	238
Contig123700814	0_partial	0.887	dsDNAphage	17146	1	15.8	21.1	17146	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.093	40902	10.9	68	76.34	1.12	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__	2787610	69	246
Contig150374862	full	0.633	dsDNAphage	17109	1	26.7	20	17109	Yes	9026	17	2	6	Low-quality	Genome-fragment	0.73	HMM-based (lower-bound)	47.24	1	NA	bin.448	17474	9.6	35	51.08	2.44	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__JACPOV01;g__;s__	1112820	35	73
Contig42613834	full	0.98	dsDNAphage	16880	0	29.4	0	16880	No	NA	34	2	0	Low-quality	Genome-fragment	4.69	AAI-based (high-confidence)	0	1	NA	bin.478	17592	30.7	47	93.52	3.48	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PKWO01;s__	6416355	60	350
Contig43273137	0_partial	0.98	dsDNAphage	16808	1	8	12	16808	No	NA	13	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.156	96974	14	40	95.58	2.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__	6116630	41	158
Contig23036968	0_partial	0.873	dsDNAphage	16804	3	26.3	21.1	16804	No	NA	12	0	7	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.451	28050	17.9	58	93.83	3.42	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	3692893	60	133
Contig71519541	0_partial	0.9	dsDNAphage	16613	1	42.1	15.8	16613	No	NA	18	2	0	Low-quality	Genome-fragment	35.76	AAI-based (medium-confidence)	0	1	NA	bin.046	39820	21	56	98.28	9.48	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	8354268	58	129
Contig77276606	full	0.707	dsDNAphage	16479	1	33.3	13.3	16479	No	NA	15	0	11	Low-quality	Genome-fragment	9.44	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.206	16483	15.5	58	76.57	5.34	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__;s__	9020328	57	716
Contig11479494	0_partial	0.913	dsDNAphage	16456	2	13.3	20	16456	Yes	11858	18	2	3	Low-quality	Genome-fragment	18.72	HMM-based (lower-bound)	27.94	1	NA	bin.393	736820	27.7	61	97.63	2.59	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	5513829	61	36
Contig40872691	0_partial	0.913	dsDNAphage	16299	2	8.7	13	16299	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.126	87286	14.4	46	93.39	0.23	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__;s__	3629305	46	124
Contig67050097	full	1	dsDNAphage	16142	1	34.3	2.9	16142	No	NA	35	3	1	Low-quality	Genome-fragment	19.15	HMM-based (lower-bound)	0	1	NA	bin.302	16144	9.7	65	56.27	2.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3815780	64	417
Contig96494686	full	0.993	dsDNAphage	16077	1	46.2	0	16077	No	NA	13	3	0	Low-quality	Genome-fragment	25.51	AAI-based (medium-confidence)	0	1	NA	bin.302	16392	12.3	64	56.27	2.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3815780	64	417
Contig6931612	0_partial	0.907	dsDNAphage	15977	2	14.3	0	15977	No	NA	16	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.070	52476	17	57	66.78	0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2100;g__UBA10103;s__	1119780	56	21
Contig133367582	full	0.747	dsDNAphage	15926	0	23.5	0	15926	No	NA	17	0	0	Low-quality	Genome-fragment	9.24	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.468	15984	21.9	56	80.93	5.74	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_A;s__	6097229	58	352
Contig156585977	full	0.96	dsDNAphage	15913	1	13	0	15913	No	NA	23	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.206	15914	10.8	58	76.57	5.34	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__;s__	9020328	57	716
Contig132736146	full	0.973	dsDNAphage	15767	2	35.7	7.1	15767	No	NA	28	4	0	Low-quality	Genome-fragment	35.31	AAI-based (medium-confidence)	0	1	NA	bin.302	15768	10.8	63	56.27	2.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3815780	64	417
Contig86362893	0_partial	0.953	dsDNAphage	15763	4	43.8	25	15763	Yes	10509	16	9	2	Low-quality	Genome-fragment	22.06	AAI-based (medium-confidence)	33.33	1	NA	bin.196	48141	9.6	61	89.15	0.83	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002814235	6589907	62	420
Contig127124796	full	1	dsDNAphage	15486	2	30	3.3	15486	No	NA	30	8	0	Low-quality	Genome-fragment	15.09	HMM-based (lower-bound)	0	1	NA	bin.244	15524	8.1	56	80.03	2.61	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__	5029135	62	439
Contig60782481	0_partial	0.933	dsDNAphage	15246	1	16.7	16.7	15246	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.039	21209	20.8	38	66.04	0	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__PPGL01;s__	1027297	35	55
Contig149146002	full	0.98	dsDNAphage	15049	4	52.6	10.5	15049	No	NA	19	3	1	Low-quality	Genome-fragment	24.71	AAI-based (medium-confidence)	0	1	NA	bin.458	15050	15.6	43	88.31	2.73	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__	3959529	44	221
Contig101074561	full	0.753	dsDNAphage	14985	0	16.7	0	14985	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.347	15192	9.4	57	78.25	5.13	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__JABCZH01;s__	3750963	58	125
Contig78234783	0_partial	0.927	dsDNAphage	14912	1	21.9	25	14912	No	NA	22	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.292	166546	32.2	65	98.39	2.47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__	8487454	65	114
Contig41723883	0_partial	0.94	dsDNAphage	14701	7	40	40	14701	No	NA	20	10	1	Low-quality	Genome-fragment	32.66	AAI-based (medium-confidence)	0	1	NA	bin.187	26239	28.5	52	91.21	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Acerihabitans;s__	5517391	53	35
Contig89201892	full	0.973	dsDNAphage	14618	2	25	8.3	14618	No	NA	24	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.107	14619	27.5	34	73.07	0.99	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACDET01;s__	2017008	36	79
Contig130045667	full	0.927	dsDNAphage	14570	0	10.8	0	14570	No	NA	36	2	0	Low-quality	Genome-fragment	9.27	HMM-based (lower-bound)	0	1	NA	bin.244	15205	15	39	80.03	2.61	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea;s__	5029135	62	439
Contig151438369	full	0.54	dsDNAphage	14549	2	22.2	22.2	14549	No	NA	9	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.093	14592	9.7	69	76.34	1.12	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__	2787610	69	246
Contig42680053	full	0.68	dsDNAphage	14486	1	22.2	11.1	14486	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.328	14488	12.9	58	65.87	2.59	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	7013008	59	662
Contig152671399	0_partial	0.887	dsDNAphage	14430	2	11.1	37	14430	Yes	11581	18	2	2	Low-quality	Genome-fragment	13.19	HMM-based (lower-bound)	19.74	1	NA	bin.042	76030	16.7	59	96.5	0.86	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Collimonas;s__	5147513	60	127
Contig13677647	full	0.833	dsDNAphage	14265	1	42.9	21.4	14265	No	NA	14	0	11	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.234	14595	17	56	84.97	3.87	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__	4002444	55	272
Contig97987379	0_partial	0.893	dsDNAphage	13958	1	20	40	13958	No	NA	18	1	5	Low-quality	Genome-fragment	9.38	HMM-based (lower-bound)	0	1	NA	bin.187	145654	30.3	53	91.21	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Acerihabitans;s__	5517391	53	35
Contig147394592	0_partial	0.873	dsDNAphage	13852	1	7.7	11.5	13852	No	NA	23	1	0	Low-quality	Genome-fragment	19.72	HMM-based (lower-bound)	0	1	NA	bin.493	31614	12.6	61	98.15	0	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Cybelea;s__	3197698	61	92
Contig99523565	full	0.933	dsDNAphage	13805	3	62.5	12.5	13805	No	NA	8	1	1	Low-quality	Genome-fragment	6.97	HMM-based (lower-bound)	0	1	NA	bin.221	13809	8.6	43	68.03	6.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948_A;g__JABEUT01;s__	2722709	40	275
Contig25479019	full	0.84	dsDNAphage	13801	1	23.5	11.8	13801	No	NA	17	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.430	13804	9	44	66.74	0	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	684334	41	50
Contig53733337	0_partial	0.893	dsDNAphage	13547	3	17.9	21.4	13547	Yes	11031	16	3	2	Low-quality	Genome-fragment	10.66	HMM-based (lower-bound)	18.57	1	NA	bin.468	90029	20.4	56	80.93	5.74	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_A;s__	6097229	58	352
Contig44822585	full	1	dsDNAphage	13375	1	24.4	2.4	13375	No	NA	41	6	1	Low-quality	Genome-fragment	14.68	HMM-based (lower-bound)	0	1	NA	bin.425	13441	10.4	38	73.93	5.28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__JABDEM01;s__	2989463	38	221
Contig131567175	full	0.733	dsDNAphage	13240	1	15.4	7.7	13240	No	NA	13	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.365	13357	14.5	31	71.61	2.76	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	2611334	35	219
Contig52956811	0_partial	0.827	dsDNAphage	13186	2	22.2	50	13186	Yes	3846	13	2	6	Low-quality	Genome-fragment	4.38	HMM-based (lower-bound)	70.83	1	NA	bin.204	17984	8.2	55	60.34	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Collimonas;s__	2840313	56	241
Contig51082033	0_partial	0.853	dsDNAphage	12968	1	18.5	14.8	12968	No	NA	15	2	1	Low-quality	Genome-fragment	19.78	HMM-based (lower-bound)	0	1	NA	bin.431	38955	8.6	52	51.25	0.85	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__;s__	677902	52	52
Contig111886700	full	0.74	dsDNAphage	12812	1	44.4	11.1	12812	No	NA	9	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.303	12814	8.4	57	53.43	1.69	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Palsa-1400;g__Palsa-1400;s__	4160778	57	423
Contig43941869	full	0.813	dsDNAphage	12757	0	10.5	0	12757	No	NA	19	1	0	Low-quality	Genome-fragment	10.16	HMM-based (lower-bound)	0	1	NA	bin.302	12758	8.4	67	56.27	2.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3815780	64	417
Contig140727070	full	0.82	dsDNAphage	12651	3	33.3	33.3	12651	No	NA	9	0	5	Low-quality	Genome-fragment	30.01	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.243	12655	28	58	65.11	2.46	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	3962679	60	388
Contig44822584	full	1	dsDNAphage	12624	1	40	0	12624	No	NA	20	2	0	Low-quality	Genome-fragment	12.91	HMM-based (lower-bound)	0	1	NA	bin.425	12628	9.9	40	73.93	5.28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__JABDEM01;s__	2989463	38	221
Contig112774989	full	0.767	dsDNAphage	12497	1	40	26.7	12497	No	NA	15	0	9	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.365	12499	12.3	30	71.61	2.76	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	2611334	35	219
Contig120416673	full	0.953	dsDNAphage	12482	0	47.8	0	12482	No	NA	23	2	0	Low-quality	Genome-fragment	12.36	HMM-based (lower-bound)	0	1	NA	bin.256	12486	6.8	58	81.36	3.64	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	3735202	57	277
Contig78938017	full	0.993	dsDNAphage	12468	1	57.1	0	12468	No	NA	7	1	4	Low-quality	Genome-fragment	18.65	HMM-based (lower-bound)	0	1	NA	bin.345	12879	22.4	43	96.1	0.95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948_A;g__JABEUT01;s__	3588740	40	92
