contig_id	full-partial	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings	bin	contigLen	totalAvgDepth	contig_%GC	Completeness	Contamination	classification	bin_length	bin_%GC	contig_count
Contig73870708	full	0.987	dsDNAphage	18837	1	16.1	0	18837	No	NA	31	3	0	Low-quality	Genome-fragment	26.1	HMM-based (lower-bound)	0	1	NA	bin.504	18839	8.2	60	46.87	2.32	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	3488014	63	432
Contig64836116	full	0.807	dsDNAphage	18765	0	60.9	4.3	18765	No	NA	22	3	1	Low-quality	Genome-fragment	7.54	HMM-based (lower-bound)	0	1	NA	bin.391	20411	7	36	0	0	Unclassified Bacteria	204482	35	19
Contig142021964	full	0.987	dsDNAphage	18748	1	13.8	3.4	18748	No	NA	29	2	1	Low-quality	Genome-fragment	26.62	HMM-based (lower-bound)	0	1	NA	bin.190	19222	24.4	38	10.91	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Nevskia;s__	880751	57	85
Contig110249231	full	0.987	dsDNAphage	18577	2	19.2	0	18577	No	NA	26	2	1	Low-quality	Genome-fragment	15.35	AAI-based (medium-confidence)	0	1	NA	bin.409	18578	9	67	0	0	Unclassified	237655	68	14
Contig87324616	full	0.987	dsDNAphage	18414	1	35.7	7.1	18414	Yes	15830	28	8	2	Low-quality	Genome-fragment	4.39	HMM-based (lower-bound)	14.03	1	NA	bin.459	18415	9.9	51	0	0	Unclassified Bacteria	492241	51	22
Contig52811496	full	0.92	dsDNAphage	18355	0	18.5	3.7	18355	No	NA	27	2	0	Low-quality	Genome-fragment	7.53	HMM-based (lower-bound)	0	1	NA	bin.261	18357	10.3	39	0	0	Unclassified Bacteria	578648	39	15
Contig136926153	full	1	dsDNAphage	18333	2	25.6	0	18333	No	NA	39	5	1	Low-quality	Genome-fragment	40.82	AAI-based (medium-confidence)	0	1	NA	bin.263	18378	13.4	60	16.67	4.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	6268494	62	618
Contig90861249	full	0.907	dsDNAphage	18270	1	38.5	15.4	18270	No	NA	13	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.362	18273	6.7	62	0	0	Unclassified Bacteria	257476	61	29
Contig133829219	full	1	dsDNAphage	18257	1	45	5	18257	No	NA	20	1	1	Low-quality	Genome-fragment	3.79	AAI-based (medium-confidence)	0	1	NA	bin.043	18259	106.9	61	0	0	Unclassified Bacteria	410045	61	27
Contig49918808	full	0.627	dsDNAphage	18228	0	13.5	8.1	18228	No	NA	37	1	2	Low-quality	Genome-fragment	3.37	HMM-based (lower-bound)	0	1	NA	bin.043	19865	111.5	62	0	0	Unclassified Bacteria	410045	61	27
Contig75945063	full	0.587	dsDNAphage	18092	0	13.3	3.3	18092	No	NA	33	1	0	Low-quality	Genome-fragment	7.75	HMM-based (lower-bound)	0	1	NA	bin.459	19334	9.3	51	0	0	Unclassified Bacteria	492241	51	22
Contig736338	full	0.96	dsDNAphage	18039	2	7.7	0	18039	No	NA	26	3	0	Low-quality	Genome-fragment	32.12	AAI-based (medium-confidence)	0	1	NA	bin.122	18040	8	63	12.23	0	Unclassified Bacteria	464077	63	59
Contig123180546	full	0.68	dsDNAphage	18005	0	38.9	5.6	18005	No	NA	18	0	4	Low-quality	Genome-fragment	3.75	AAI-based (high-confidence)	0	1	no viral genes detected	bin.043	18046	109.5	61	0	0	Unclassified Bacteria	410045	61	27
Contig122945585	full	1	dsDNAphage	17998	7	61.5	0	17998	No	NA	26	12	0	Low-quality	Genome-fragment	30.61	AAI-based (medium-confidence)	0	1	NA	bin.403	17999	10.5	62	8.33	0	Unclassified Bacteria	2819228	64	299
Contig44479045	full	0.96	dsDNAphage	17842	0	17.4	0	17842	No	NA	46	4	1	Low-quality	Genome-fragment	19.75	HMM-based (lower-bound)	0	1	NA	bin.440	17844	8.2	38	0	0	Unclassified Bacteria	264270	39	12
Contig149522210	full	0.993	dsDNAphage	17727	1	15.6	3.1	17727	No	NA	32	4	0	Low-quality	Genome-fragment	46.64	AAI-based (medium-confidence)	0	1	NA	bin.475	17941	14.2	57	0	0	Unclassified Bacteria	4149049	58	455
Contig45727225	full	0.947	dsDNAphage	17620	0	36.4	0	17620	No	NA	33	5	0	Low-quality	Genome-fragment	30.59	AAI-based (medium-confidence)	0	1	NA	bin.190	17664	8.8	53	10.91	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Nevskia;s__	880751	57	85
Contig132067774	full	0.873	dsDNAphage	17573	1	35	5	17573	No	NA	20	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.489	18192	8.3	51	0	0	Unclassified Bacteria	497377	51	26
Contig150683555	full	1	dsDNAphage	17495	5	42.9	0	17495	No	NA	21	6	0	Low-quality	Genome-fragment	38.95	AAI-based (medium-confidence)	0	1	NA	bin.190	17499	8	60	10.91	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Nevskia;s__	880751	57	85
Contig66620805	0_partial	0.9	dsDNAphage	17351	6	36.7	26.7	17351	No	NA	18	6	0	Low-quality	Genome-fragment	46.61	AAI-based (medium-confidence)	0	1	NA	bin.059	49862	36.9	59	5.78	0.1	Unclassified Bacteria	693815	56	73
Contig148910987	full	0.98	dsDNAphage	17297	1	9.1	3	17297	No	NA	33	4	0	Low-quality	Genome-fragment	19.89	HMM-based (lower-bound)	0	1	NA	bin.257	17483	8.2	35	0	0	Unclassified Bacteria	273956	37	22
Contig110249242	full	0.873	dsDNAphage	17261	0	51.9	7.4	17261	No	NA	27	1	4	Low-quality	Genome-fragment	5.03	HMM-based (lower-bound)	0	1	NA	bin.409	17283	9	67	0	0	Unclassified	237655	68	14
Contig100641148	full	1	dsDNAphage	17133	1	26.8	0	17133	No	NA	41	5	1	Low-quality	Genome-fragment	7.98	HMM-based (lower-bound)	0	1	NA	bin.009	17154	51.1	33	0	0	Unclassified Bacteria	359506	34	4
Contig107857716	full	0.9	dsDNAphage	17104	1	53.8	7.7	17104	No	NA	13	0	2	Low-quality	Genome-fragment	17.88	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.092	17107	11.9	49	42.48	1.19	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__	763440	49	34
Contig99356551	full	0.98	dsDNAphage	17071	0	15.2	0	17071	No	NA	33	2	0	Low-quality	Genome-fragment	8.56	HMM-based (lower-bound)	0	1	NA	bin.482	17076	9.3	68	0	0	Unclassified	257558	68	18
Contig95442486	full	0.927	dsDNAphage	17063	0	34.5	6.9	17063	No	NA	29	1	1	Low-quality	Genome-fragment	18.08	AAI-based (medium-confidence)	0	1	NA	bin.257	17067	7.4	37	0	0	Unclassified Bacteria	273956	37	22
Contig128162517	full	0.953	dsDNAphage	17044	1	13.8	6.9	17044	No	NA	29	2	2	Low-quality	Genome-fragment	6.1	AAI-based (medium-confidence)	0	1	NA	bin.392	17046	10	34	0	0	Unclassified Bacteria	447320	33	30
Contig146988249	full	0.58	dsDNAphage	17004	1	30	20	17004	No	NA	19	0	10	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.134	17922	8.3	66	41.23	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Aliidongia;s__	3094314	65	376
Contig153828670	full	0.667	dsDNAphage	17001	0	27.6	6.9	17001	No	NA	28	1	1	Low-quality	Genome-fragment	3.52	AAI-based (medium-confidence)	0	1	NA	bin.485	18341	6.5	58	0	0	Unclassified Bacteria	254924	58	30
Contig62008145	full	0.813	dsDNAphage	16952	0	11.5	0	16952	No	NA	27	1	0	Low-quality	Genome-fragment	10.14	HMM-based (lower-bound)	0	1	NA	bin.457	18688	45.6	48	0	0	Unclassified	247292	49	5
Contig37926839	full	0.96	dsDNAphage	16905	1	22.2	0	16905	No	NA	18	1	1	Low-quality	Genome-fragment	21.98	HMM-based (lower-bound)	0	1	NA	bin.095	16907	12	56	0	0	Unclassified Bacteria	1323831	60	152
Contig109179828	full	0.993	dsDNAphage	16870	1	20.8	4.2	16870	No	NA	24	3	1	Low-quality	Genome-fragment	39.19	AAI-based (high-confidence)	0	1	NA	bin.475	16873	8.4	57	0	0	Unclassified Bacteria	4149049	58	455
Contig84848002	full	0.96	dsDNAphage	16869	1	57.9	5.3	16869	No	NA	19	1	1	Low-quality	Genome-fragment	3.54	AAI-based (medium-confidence)	0	1	NA	bin.041	16871	6.9	61	0.94	0	Unclassified Bacteria	313474	61	35
Contig94570825	full	0.88	dsDNAphage	16756	0	13.8	0	16756	No	NA	28	3	0	Low-quality	Genome-fragment	14.76	HMM-based (lower-bound)	0	1	NA	bin.403	20070	8.1	68	8.33	0	Unclassified Bacteria	2819228	64	299
Contig111981374	full	0.96	dsDNAphage	16648	0	15.1	0	16648	No	NA	53	1	0	Low-quality	Genome-fragment	9.62	HMM-based (lower-bound)	0	1	NA	bin.489	16670	8.4	54	0	0	Unclassified Bacteria	497377	51	26
Contig128000802	full	0.84	dsDNAphage	16643	0	44	4	16643	No	NA	25	3	1	Low-quality	Genome-fragment	16.28	HMM-based (lower-bound)	0	1	NA	bin.172	16645	7.1	56	6.9	0	Unclassified Bacteria	920501	57	131
Contig112531407	0_partial	0.873	dsDNAphage	16628	1	17.9	28.6	16628	No	NA	16	1	3	Low-quality	Genome-fragment	18.67	HMM-based (lower-bound)	0	1	NA	bin.059	60663	34.6	54	5.78	0.1	Unclassified Bacteria	693815	56	73
Contig114557493	full	1	dsDNAphage	16550	3	51.9	7.4	16550	No	NA	27	5	2	Low-quality	Genome-fragment	40.25	AAI-based (high-confidence)	0	1	NA	bin.400	16552	11.1	56	6.9	0	Unclassified Bacteria	3725173	55	288
Contig87065218	full	0.64	dsDNAphage	16423	0	7.3	0	16423	No	NA	41	1	2	Low-quality	Genome-fragment	4.58	HMM-based (lower-bound)	0	1	NA	bin.043	16571	104.9	62	0	0	Unclassified Bacteria	410045	61	27
Contig18822545	full	0.88	dsDNAphage	16301	0	32.1	0	16301	No	NA	28	2	4	Low-quality	Genome-fragment	4.41	AAI-based (medium-confidence)	0	1	NA	bin.383	16304	12.9	60	0	0	Unclassified Bacteria	261037	60	10
Contig43039871	full	0.98	dsDNAphage	16256	2	11.6	0	16256	No	NA	43	6	0	Low-quality	Genome-fragment	42.29	AAI-based (high-confidence)	0	1	NA	bin.312	16257	7.2	32	43.26	3.45	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__;s__	1763107	36	215
Contig63365094	full	0.993	dsDNAphage	16215	1	11.1	0	16215	No	NA	18	1	0	Low-quality	Genome-fragment	14.42	HMM-based (lower-bound)	0	1	NA	bin.475	16284	9.1	59	0	0	Unclassified Bacteria	4149049	58	455
Contig131516192	full	0.927	dsDNAphage	16132	0	80	0	16132	No	NA	20	3	4	Low-quality	Genome-fragment	5.4	AAI-based (medium-confidence)	0	1	NA	bin.306	16133	11.9	36	0	0	Unclassified Bacteria	355851	35	25
Contig70166636	full	0.993	dsDNAphage	16095	2	61.5	0	16095	No	NA	13	5	0	Low-quality	Genome-fragment	16.9	HMM-based (lower-bound)	0	1	NA	bin.266	16098	8.5	68	40.93	0.65	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104_A;f__Fen-1088;g__JADGRB01;s__	3529285	69	395
Contig143687578	full	0.827	dsDNAphage	16080	0	9.1	3	16080	No	NA	33	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.099	16184	11.9	62	44.38	1.82	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Velthaea;s__	1736376	63	189
Contig130167233	full	0.953	dsDNAphage	15954	1	23.5	0	15954	No	NA	17	2	1	Low-quality	Genome-fragment	23.99	AAI-based (medium-confidence)	0	1	NA	bin.212	16053	7	60	13.1	0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIVDV01;s__	1299220	58	162
Contig127958282	full	1	dsDNAphage	15945	7	55.6	0	15945	No	NA	18	10	0	Low-quality	Genome-fragment	29.87	AAI-based (medium-confidence)	0	1	NA	bin.403	15947	7.8	64	8.33	0	Unclassified Bacteria	2819228	64	299
Contig7178669	full	0.92	dsDNAphage	15898	0	14	2.3	15898	No	NA	43	4	0	Low-quality	Genome-fragment	7.97	HMM-based (lower-bound)	0	1	NA	bin.436	15900	7.3	39	0	0	Unclassified Bacteria	238426	39	24
Contig125602651	full	0.673	dsDNAphage	15790	0	28.6	7.1	15790	No	NA	14	1	0	Low-quality	Genome-fragment	4.16	HMM-based (lower-bound)	0	1	NA	bin.333	15794	8.1	57	5.17	0	Unclassified Bacteria	3696819	55	413
Contig144099161	full	0.953	dsDNAphage	15618	0	18.9	0	15618	No	NA	37	2	0	Low-quality	Genome-fragment	7.68	HMM-based (lower-bound)	0	1	NA	bin.436	16263	7.3	40	0	0	Unclassified Bacteria	238426	39	24
Contig94901868	full	0.98	dsDNAphage	15573	6	57.9	0	15573	No	NA	19	6	0	Low-quality	Genome-fragment	32.76	AAI-based (medium-confidence)	0	1	NA	bin.482	15793	14.3	69	0	0	Unclassified	257558	68	18
Contig99991429	full	0.96	dsDNAphage	15541	1	16.7	3.3	15541	No	NA	30	4	0	Low-quality	Genome-fragment	35.71	AAI-based (medium-confidence)	0	1	NA	bin.504	15544	8.5	63	46.87	2.32	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	3488014	63	432
Contig71559582	full	0.833	dsDNAphage	15540	3	36.4	36.4	15540	No	NA	11	0	6	Low-quality	Genome-fragment	34.23	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.400	15540	15.6	52	6.9	0	Unclassified Bacteria	3725173	55	288
Contig96943496	0_partial	0.907	dsDNAphage	15527	1	27.8	11.1	15527	No	NA	18	0	6	Low-quality	Genome-fragment	5.31	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.092	29779	11.6	49	42.48	1.19	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__	763440	49	34
Contig112312597	full	0.913	dsDNAphage	15497	1	21.4	10.7	15497	No	NA	28	3	0	Low-quality	Genome-fragment	27.75	HMM-based (lower-bound)	0	1	NA	bin.290	15736	16.3	56	0	0	Unclassified	561889	55	63
Contig17001862	full	0.98	dsDNAphage	15438	0	11.1	0	15438	No	NA	27	2	0	Low-quality	Genome-fragment	26.68	HMM-based (lower-bound)	0	1	NA	bin.190	15532	10.9	55	10.91	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Nevskia;s__	880751	57	85
Contig64125679	full	0.72	dsDNAphage	15381	2	23.1	15.4	15381	No	NA	16	0	6	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.134	15384	9.2	66	41.23	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Aliidongia;s__	3094314	65	376
Contig121958128	full	0.993	dsDNAphage	15368	1	29.4	5.9	15368	No	NA	17	1	2	Low-quality	Genome-fragment	32.86	AAI-based (medium-confidence)	0	1	NA	bin.475	15370	7.4	55	0	0	Unclassified Bacteria	4149049	58	455
Contig42260034	full	1	dsDNAphage	15343	1	12.9	3.2	15343	No	NA	31	2	0	Low-quality	Genome-fragment	26.59	AAI-based (high-confidence)	0	1	NA	bin.400	15346	12	54	6.9	0	Unclassified Bacteria	3725173	55	288
Contig58367915	full	0.707	dsDNAphage	15258	0	7.7	2.6	15258	No	NA	41	1	1	Low-quality	Genome-fragment	9.06	HMM-based (lower-bound)	0	1	NA	bin.043	15260	108.3	63	0	0	Unclassified Bacteria	410045	61	27
Contig126287202	full	1	dsDNAphage	15174	6	45	10	15174	No	NA	20	10	0	Low-quality	Genome-fragment	36.3	AAI-based (medium-confidence)	0	1	NA	bin.014	15187	12.1	60	24.14	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__	4499323	62	583
Contig63686213	full	1	dsDNAphage	14932	3	83.3	0	14932	No	NA	12	9	0	Low-quality	Genome-fragment	3.75	AAI-based (medium-confidence)	0	1	NA	bin.306	15671	12.4	34	0	0	Unclassified Bacteria	355851	35	25
Contig151556035	0_partial	0.867	dsDNAphage	14794	1	24.1	44.8	14794	No	NA	21	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.475	31744	7.8	59	0	0	Unclassified Bacteria	4149049	58	455
Contig150059683	full	1	dsDNAphage	14777	5	44	0	14777	No	NA	25	5	0	Low-quality	Genome-fragment	23.74	AAI-based (medium-confidence)	0	1	NA	bin.174	14779	8.6	57	0	0	Unclassified Bacteria	2174841	57	203
Contig62897876	full	0.9	dsDNAphage	14753	1	10.7	0	14753	No	NA	27	2	1	Low-quality	Genome-fragment	4.24	HMM-based (lower-bound)	0	1	NA	bin.459	15095	8.9	51	0	0	Unclassified Bacteria	492241	51	22
Contig83042036	full	0.993	dsDNAphage	14746	2	25	5	14746	No	NA	20	2	1	Low-quality	Genome-fragment	10.89	HMM-based (lower-bound)	0	1	NA	bin.051	14749	5.8	60	12.07	0	Unclassified Bacteria	2455890	61	298
Contig7044498	full	1	dsDNAphage	14646	1	52.2	0	14646	No	NA	23	9	1	Low-quality	Genome-fragment	7.78	AAI-based (medium-confidence)	0	1	NA	bin.283	14807	8.1	45	0	0	Unclassified Bacteria	331791	46	27
Contig69899820	full	0.98	dsDNAphage	14628	1	45.5	4.5	14628	No	NA	22	5	1	Low-quality	Genome-fragment	5.85	AAI-based (medium-confidence)	0	1	NA	bin.392	14631	9.1	34	0	0	Unclassified Bacteria	447320	33	30
Contig141481756	full	0.733	dsDNAphage	14625	1	63.6	0	14625	No	NA	11	1	6	Not-determined	Genome-fragment	NA	NA	0	1	NA	bin.307	14628	33.9	64	34.48	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	2954276	66	337
Contig82082906	full	0.673	dsDNAphage	14423	0	14.8	0	14423	No	NA	27	2	1	Low-quality	Genome-fragment	9.14	HMM-based (lower-bound)	0	1	NA	bin.043	14771	113.2	61	0	0	Unclassified Bacteria	410045	61	27
Contig84944849	full	0.987	dsDNAphage	14353	1	28	0	14353	No	NA	25	1	0	Low-quality	Genome-fragment	7.06	HMM-based (lower-bound)	0	1	NA	bin.306	14356	11.3	38	0	0	Unclassified Bacteria	355851	35	25
Contig112732510	full	0.973	dsDNAphage	14329	0	17.1	0	14329	No	NA	34	4	2	Low-quality	Genome-fragment	16.16	HMM-based (lower-bound)	0	1	NA	bin.190	14640	12.6	58	10.91	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Nevskia;s__	880751	57	85
Contig84052962	full	0.987	dsDNAphage	14298	6	44	0	14298	No	NA	25	7	0	Low-quality	Genome-fragment	6.11	HMM-based (lower-bound)	0	1	NA	bin.261	14421	10.3	39	0	0	Unclassified Bacteria	578648	39	15
Contig127958280	full	0.993	dsDNAphage	14276	1	26.1	4.3	14276	No	NA	23	3	1	Low-quality	Genome-fragment	18.18	HMM-based (lower-bound)	0	1	NA	bin.403	14276	7.7	64	8.33	0	Unclassified Bacteria	2819228	64	299
Contig31484100	full	0.967	dsDNAphage	14095	4	38.5	7.7	14095	No	NA	13	1	1	Low-quality	Genome-fragment	11.28	HMM-based (lower-bound)	0	1	NA	bin.180	14095	32.2	65	33.62	1.72	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	3579391	62	377
Contig62880983	full	0.773	dsDNAphage	14086	0	52.6	5.3	14086	No	NA	19	1	3	Low-quality	Genome-fragment	1.27	HMM-based (lower-bound)	0	1	NA	bin.334	14087	16.5	38	0	0	Unclassified Bacteria	210227	40	12
Contig29776331	full	0.98	dsDNAphage	14036	0	33.3	0	14036	No	NA	30	5	0	Low-quality	Genome-fragment	14.24	HMM-based (lower-bound)	0	1	NA	bin.400	14065	8	55	6.9	0	Unclassified Bacteria	3725173	55	288
Contig80350954	full	0.94	dsDNAphage	14011	1	20	6.7	14011	No	NA	15	1	0	Low-quality	Genome-fragment	24.14	HMM-based (lower-bound)	0	1	NA	bin.203	14155	8.7	36	44.01	0.99	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACDET01;s__	1021452	36	124
Contig39344079	full	0.62	dsDNAphage	14009	0	16.1	6.5	14009	No	NA	31	2	2	Low-quality	Genome-fragment	6.78	HMM-based (lower-bound)	0	1	NA	bin.436	14481	7.6	39	0	0	Unclassified Bacteria	238426	39	24
Contig141481751	full	0.68	dsDNAphage	13791	1	61.5	15.4	13791	No	NA	13	0	11	Low-quality	Genome-fragment	8.6	AAI-based (medium-confidence)	0	1	no viral genes detected	bin.307	13791	34.1	63	34.48	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	2954276	66	337
Contig31270607	full	0.8	dsDNAphage	13771	0	28.6	9.5	13771	No	NA	21	2	3	Low-quality	Genome-fragment	6.96	HMM-based (lower-bound)	0	1	NA	bin.334	13942	20.6	40	0	0	Unclassified Bacteria	210227	40	12
Contig150763774	full	0.873	dsDNAphage	13707	0	10.3	3.4	13707	No	NA	28	2	2	Low-quality	Genome-fragment	6.65	HMM-based (lower-bound)	0	1	NA	bin.482	14025	8.7	70	0	0	Unclassified	257558	68	18
Contig144228408	full	0.92	dsDNAphage	13614	0	83.3	0	13614	No	NA	18	9	0	Low-quality	Genome-fragment	3.52	AAI-based (medium-confidence)	0	1	NA	bin.331	13614	16.3	32	0	0	Unclassified Bacteria	333568	33	16
Contig64351252	full	0.853	dsDNAphage	13599	0	24.1	0	13599	No	NA	29	6	0	Low-quality	Genome-fragment	5.83	HMM-based (lower-bound)	0	1	NA	bin.283	13601	7.3	46	0	0	Unclassified Bacteria	331791	46	27
Contig144603355	full	0.673	dsDNAphage	13547	0	42.1	5.3	13547	Yes	9000	19	4	4	Low-quality	Genome-fragment	4.39	AAI-based (medium-confidence)	33.56	1	NA	bin.190	13822	6.8	42	10.91	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Nevskia;s__	880751	57	85
Contig66620805	1_partial	0.833	dsDNAphage	13539	1	17.6	5.9	13539	No	NA	17	1	6	Low-quality	Genome-fragment	15.2	HMM-based (lower-bound)	0	1	NA	bin.059	49862	36.9	59	5.78	0.1	Unclassified Bacteria	693815	56	73
Contig69871474	full	0.627	dsDNAphage	13505	2	9.1	4.5	13505	No	NA	21	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.281	14368	19.3	54	5.17	0	Unclassified Bacteria	1190871	58	104
Contig4716006	full	0.993	dsDNAphage	13408	2	87.5	0	13408	No	NA	16	7	0	Low-quality	Genome-fragment	3.56	AAI-based (medium-confidence)	0	1	NA	bin.331	13438	15.9	33	0	0	Unclassified Bacteria	333568	33	16
Contig78818040	full	0.993	dsDNAphage	13345	2	23.3	0	13345	No	NA	30	4	0	Low-quality	Genome-fragment	36.01	AAI-based (high-confidence)	0	1	NA	bin.440	13385	8.4	38	0	0	Unclassified Bacteria	264270	39	12
Contig107404367	full	0.513	dsDNAphage	13321	1	36.4	27.3	13321	No	NA	11	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.215	13324	9.4	57	0	0	Unclassified	1112772	58	125
Contig150584830	full	0.88	dsDNAphage	13300	0	10.7	7.1	13300	No	NA	28	1	2	Low-quality	Genome-fragment	6.92	HMM-based (lower-bound)	0	1	NA	bin.391	13469	7	35	0	0	Unclassified Bacteria	204482	35	19
Contig146625241	full	0.96	dsDNAphage	13268	2	20.7	3.4	13268	No	NA	29	3	1	Low-quality	Genome-fragment	11.06	HMM-based (lower-bound)	0	1	NA	bin.283	13295	7.5	46	0	0	Unclassified Bacteria	331791	46	27
Contig132067773	full	0.893	dsDNAphage	13218	1	9.1	4.5	13218	No	NA	22	7	0	Low-quality	Genome-fragment	7.54	HMM-based (lower-bound)	0	1	NA	bin.489	13400	8.6	50	0	0	Unclassified Bacteria	497377	51	26
Contig72811330	full	1	dsDNAphage	13196	2	31.2	0	13196	No	NA	32	5	1	Low-quality	Genome-fragment	5.82	HMM-based (lower-bound)	0	1	NA	bin.306	13331	11.4	35	0	0	Unclassified Bacteria	355851	35	25
Contig27559490	full	0.933	dsDNAphage	13186	0	36.4	3	13186	No	NA	33	6	0	Low-quality	Genome-fragment	12.35	HMM-based (lower-bound)	0	1	NA	bin.174	13188	10.4	57	0	0	Unclassified Bacteria	2174841	57	203
Contig101966209	full	0.907	dsDNAphage	13184	0	38.9	0	13184	No	NA	18	3	0	Low-quality	Genome-fragment	5.03	HMM-based (lower-bound)	0	1	NA	bin.485	13186	7	59	0	0	Unclassified Bacteria	254924	58	30
Contig156498665	full	0.927	dsDNAphage	13146	3	30.8	23.1	13146	No	NA	13	1	3	Low-quality	Genome-fragment	6.84	HMM-based (lower-bound)	0	1	NA	bin.264	13148	11	54	35.42	0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidobacterium_A;s__	1560264	55	191
Contig78700021	full	0.993	dsDNAphage	13121	3	38.9	0	13121	No	NA	18	7	0	Low-quality	Genome-fragment	27.55	AAI-based (medium-confidence)	0	1	NA	bin.379	13123	7.3	56	0	0	Unclassified	368432	54	26
Contig52102545	full	0.913	dsDNAphage	13089	0	45	5	13089	Yes	9196	20	2	2	Low-quality	Genome-fragment	3.69	AAI-based (medium-confidence)	29.74	1	NA	bin.488	13090	8.8	40	0	0	Unclassified Bacteria	231814	41	23
Contig151395906	full	0.927	dsDNAphage	13067	0	68.4	0	13067	No	NA	19	9	1	Low-quality	Genome-fragment	3.29	AAI-based (medium-confidence)	0	1	NA	bin.306	13067	11.6	36	0	0	Unclassified Bacteria	355851	35	25
Contig123862562	full	0.907	dsDNAphage	13013	0	30.4	0	13013	No	NA	23	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected	bin.436	13015	7.5	39	0	0	Unclassified Bacteria	238426	39	24
Contig102588200	full	0.88	dsDNAphage	12954	1	14.3	7.1	12954	No	NA	14	3	1	Low-quality	Genome-fragment	14.22	HMM-based (lower-bound)	0	1	NA	bin.194	13008	8.9	62	12.5	0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-343;s__	2402453	61	304
Contig82657119	full	0.92	dsDNAphage	12943	0	20.7	3.4	12943	No	NA	29	1	2	Low-quality	Genome-fragment	5.98	HMM-based (lower-bound)	0	1	NA	bin.504	13008	11.3	60	46.87	2.32	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	3488014	63	432
